Source,Target,Weight,typeTrans,fraud
'C1058785965','M348934600',34.62,'es_transportation',0
'C454239699','M348934600',18.19,'es_transportation',0
'C855112247','M348934600',24.79,'es_transportation',0
'C855112247','M1823072687',21.87,'es_transportation',0
'C983659750','M348934600',21.03,'es_transportation',0
'C1687751654','M348934600',12.63,'es_transportation',0
'C637831009','M1823072687',33.05,'es_transportation',0
'C775363285','M348934600',72.07,'es_transportation',0
'C1674674654','M1823072687',31.72,'es_transportation',0
'C274026379','M348934600',4.58,'es_transportation',0
'C206074131','M348934600',29.55,'es_transportation',0
'C105013970','M209847108',86.7,'es_wellnessandbeauty',0
'C837031785','M348934600',18.07,'es_transportation',0
'C823286801','M348934600',23.15,'es_transportation',0
'C389387421','M1823072687',46.25,'es_transportation',0
'C2096367617','M348934600',0.66,'es_transportation',0
'C1966686053','M692898500',201.4,'es_health',0
'C23582994','M348934600',4.35,'es_transportation',0
'C1293579037','M348934600',0.53,'es_transportation',0
'C663226052','M855959430',122.37,'es_hyper',0
'C1585648581','M677738360',4.99,'es_contents',0
'C1546820736','M348934600',65.64,'es_transportation',0
'C1027777422','M348934600',31.24,'es_transportation',0
'C1117403153','M348934600',33.18,'es_transportation',0
'C2100466386','M348934600',56.72,'es_transportation',0
'C1615671416','M348934600',1.16,'es_transportation',0
'C1400397779','M348934600',4.53,'es_transportation',0
'C939735585','M348934600',32.5,'es_transportation',0
'C1869757503','M348934600',39.8,'es_transportation',0
'C825622087','M151143676',10.23,'es_barsandrestaurants',0
'C820456300','M1053599405',21.16,'es_health',0
'C1736605496','M1748431652',423.5,'es_wellnessandbeauty',1
'C126638730','M1748431652',32.28,'es_wellnessandbeauty',1
'C426715237','M1535107174',21.73,'es_wellnessandbeauty',0
'C1368210201','M348934600',12.55,'es_transportation',0
'C152830802','M348934600',60.65,'es_transportation',0
'C1468082478','M1823072687',16.41,'es_transportation',0
'C430171917','M348934600',16.82,'es_transportation',0
'C433355159','M348934600',61.82,'es_transportation',0
'C1624351292','M1823072687',45.82,'es_transportation',0
'C1394931354','M348934600',28.01,'es_transportation',0
'C1690988973','M348934600',12.81,'es_transportation',0
'C206142588','M85975013',28.33,'es_food',0
'C485578112','M151143676',49.39,'es_barsandrestaurants',0
'C168191673','M1823072687',17.46,'es_transportation',0
'C813347783','M348934600',15.3,'es_transportation',0
'C1385780363','M923029380',79.1,'es_home',0
'C778323844','M1823072687',28.77,'es_transportation',0
'C339931011','M85975013',1.96,'es_food',0
'C1040272582','M1823072687',26.04,'es_transportation',0
'C1918064652','M1053599405',281.87,'es_health',0
'C1923131377','M348934600',28.1,'es_transportation',0
'C72353846','M348934600',5.94,'es_transportation',0
'C1599273075','M1823072687',5.51,'es_transportation',0
'C304677660','M348934600',27.1,'es_transportation',0
'C1965115675','M348934600',38.64,'es_transportation',0
'C6094907','M348934600',25.15,'es_transportation',0
'C817774765','M348934600',29.23,'es_transportation',0
'C1612748385','M348934600',34.08,'es_transportation',0
'C1295444668','M348934600',17.77,'es_transportation',0
'C548185127','M348934600',20.25,'es_transportation',0
'C1076053396','M348934600',29.3,'es_transportation',0
'C694265356','M348934600',5.67,'es_transportation',0
'C1303935849','M348934600',17.54,'es_transportation',0
'C394979408','M348934600',21.0,'es_transportation',0
'C39858251','M348934600',13.83,'es_transportation',0
'C1422393615','M348934600',46.94,'es_transportation',0
'C2044183803','M348934600',24.71,'es_transportation',0
'C1965496749','M348934600',53.38,'es_transportation',0
'C1821582093','M348934600',2.67,'es_transportation',0
'C1689884214','M348934600',21.46,'es_transportation',0
'C1697472909','M348934600',20.37,'es_transportation',0
'C875898611','M1823072687',28.98,'es_transportation',0
'C1236503001','M348934600',39.34,'es_transportation',0
'C188084843','M348934600',16.48,'es_transportation',0
'C62153477','M1823072687',43.2,'es_transportation',0
'C375144053','M3697346',311.94,'es_leisure',1
'C1685492470','M3697346',275.18,'es_leisure',1
'C1807153148','M348934600',14.29,'es_transportation',0
'C869807132','M1741626453',74.02,'es_sportsandtoys',0
'C1409858085','M348934600',24.43,'es_transportation',0
'C951702775','M348934600',36.21,'es_transportation',0
'C495124555','M348934600',60.87,'es_transportation',0
'C1254064510','M348934600',38.9,'es_transportation',0
'C1254064510','M1823072687',43.53,'es_transportation',0
'C20274793','M1823072687',23.17,'es_transportation',0
'C131682780','M348934600',1.49,'es_transportation',0
'C1248053373','M348934600',41.13,'es_transportation',0
'C1350082938','M348934600',1.98,'es_transportation',0
'C1740186506','M1823072687',52.86,'es_transportation',0
'C1525581466','M348934600',12.82,'es_transportation',0
'C286580355','M348934600',11.67,'es_transportation',0
'C1421006824','M348934600',3.59,'es_transportation',0
'C914488986','M348934600',14.14,'es_transportation',0
'C1814870538','M348934600',2.08,'es_transportation',0
'C1517749848','M348934600',37.55,'es_transportation',0
'C1517749848','M1823072687',32.96,'es_transportation',0
'C284165615','M348934600',49.23,'es_transportation',0
'C130295904','M348934600',39.37,'es_transportation',0
'C1558803570','M348934600',9.92,'es_transportation',0
'C1575099263','M1823072687',44.81,'es_transportation',0
'C338406777','M348934600',27.98,'es_transportation',0
'C1100053869','M348934600',1.36,'es_transportation',0
'C1918953803','M348934600',28.03,'es_transportation',0
'C480951921','M855959430',47.66,'es_hyper',0
'C10263180','M348934600',24.97,'es_transportation',0
'C980876590','M348934600',6.0,'es_transportation',0
'C1857873865','M348934600',42.18,'es_transportation',0
'C442137737','M1823072687',8.11,'es_transportation',0
'C1574217480','M348934600',26.19,'es_transportation',0
'C119537158','M348934600',66.13,'es_transportation',0
'C2102316964','M348934600',13.69,'es_transportation',0
'C775739646','M348934600',20.53,'es_transportation',0
'C1688605578','M348934600',43.59,'es_transportation',0
'C1187799344','M348934600',13.47,'es_transportation',0
'C885555910','M1823072687',14.5,'es_transportation',0
'C1050663079','M348934600',81.91,'es_transportation',0
'C1451561221','M1823072687',16.93,'es_transportation',0
'C208889378','M348934600',8.29,'es_transportation',0
'C1332125345','M348934600',18.73,'es_transportation',0
'C1267913176','M1823072687',35.35,'es_transportation',0
'C782199851','M348934600',31.39,'es_transportation',0
'C1273110804','M348934600',50.67,'es_transportation',0
'C1830336096','M348934600',11.63,'es_transportation',0
'C1682236855','M348934600',5.14,'es_transportation',0
'C1932334304','M855959430',31.77,'es_hyper',0
'C823379702','M151143676',40.47,'es_barsandrestaurants',0
'C1884342559','M348934600',22.49,'es_transportation',0
'C563130428','M855959430',33.32,'es_hyper',0
'C103240070','M348934600',30.69,'es_transportation',0
'C1214780453','M348934600',67.8,'es_transportation',0
'C1505467955','M1823072687',14.09,'es_transportation',0
'C1476101537','M348934600',6.17,'es_transportation',0
'C481773197','M348934600',31.49,'es_transportation',0
'C2049000934','M348934600',46.06,'es_transportation',0
'C465037281','M1823072687',18.41,'es_transportation',0
'C901025251','M348934600',35.83,'es_transportation',0
'C652001804','M348934600',23.64,'es_transportation',0
'C413455659','M1823072687',17.57,'es_transportation',0
'C1876642037','M348934600',62.0,'es_transportation',0
'C1366869967','M348934600',33.93,'es_transportation',0
'C1309027409','M1823072687',16.45,'es_transportation',0
'C1010589026','M1823072687',20.42,'es_transportation',0
'C1859195979','M980657600',447.53,'es_sportsandtoys',1
'C1977646698','M980657600',591.16,'es_sportsandtoys',1
'C1802570035','M348934600',68.85,'es_transportation',0
'C1007572087','M1888755466',122.2,'es_otherservices',0
'C107438779','M348934600',33.09,'es_transportation',0
'C1483007108','M348934600',46.71,'es_transportation',0
'C949023995','M348934600',45.73,'es_transportation',0
'C1537824739','M348934600',14.32,'es_transportation',0
'C1896250849','M1823072687',75.24,'es_transportation',0
'C1586862598','M732195782',425.25,'es_travel',1
'C583110837','M732195782',175.72,'es_travel',1
'C272748313','M348934600',34.39,'es_transportation',0
'C370861553','M1600850729',106.98,'es_fashion',0
'C1426006139','M348934600',34.59,'es_transportation',0
'C471166875','M151143676',54.15,'es_barsandrestaurants',0
'C1580753738','M348934600',29.97,'es_transportation',0
'C1559091388','M348934600',22.66,'es_transportation',0
'C327430270','M348934600',6.74,'es_transportation',0
'C546000387','M348934600',0.03,'es_transportation',0
'C306854291','M1823072687',26.19,'es_transportation',0
'C696806398','M1823072687',2.92,'es_transportation',0
'C475928775','M348934600',60.6,'es_transportation',0
'C1166355595','M348934600',37.44,'es_transportation',0
'C1954938610','M348934600',17.42,'es_transportation',0
'C1966502638','M348934600',36.11,'es_transportation',0
'C1813956515','M1823072687',2.59,'es_transportation',0
'C223315547','M348934600',60.99,'es_transportation',0
'C26746445','M348934600',43.09,'es_transportation',0
'C1745468920','M348934600',24.63,'es_transportation',0
'C1800696439','M348934600',9.08,'es_transportation',0
'C34104097','M348934600',20.96,'es_transportation',0
'C1658591237','M348934600',73.2,'es_transportation',0
'C1667161948','M2080407379',3999.35,'es_travel',1
'C375144053','M2080407379',2973.46,'es_travel',1
'C1038215695','M2011752106',77.87,'es_hotelservices',1
'C885237696','M2011752106',58.19,'es_hotelservices',1
'C1102156492','M1823072687',30.22,'es_transportation',0
'C680687990','M348934600',68.38,'es_transportation',0
'C2031167542','M348934600',30.39,'es_transportation',0
'C958780730','M840466850',39.68,'es_tech',0
'C1642689499','M348934600',16.94,'es_transportation',0
'C1670779713','M1535107174',79.07,'es_wellnessandbeauty',0
'C39890933','M1823072687',61.18,'es_transportation',0
'C2034859281','M348934600',20.72,'es_transportation',0
'C609452246','M348934600',56.47,'es_transportation',0
'C2016890783','M348934600',24.72,'es_transportation',0
'C398651508','M348934600',39.59,'es_transportation',0
'C1156745710','M480139044',101.68,'es_health',0
'C1342037956','M348934600',9.7,'es_transportation',0
'C49915499','M85975013',23.01,'es_food',0
'C854479209','M1823072687',6.5,'es_transportation',0
'C365152877','M1823072687',52.55,'es_transportation',0
'C824784700','M348934600',20.43,'es_transportation',0
'C905744010','M348934600',10.91,'es_transportation',0
'C1093842718','M348934600',42.34,'es_transportation',0
'C2006367089','M348934600',24.77,'es_transportation',0
'C1490048317','M348934600',22.86,'es_transportation',0
'C1960297159','M348934600',51.48,'es_transportation',0
'C747175090','M348934600',2.99,'es_transportation',0
'C1497367004','M348934600',35.76,'es_transportation',0
'C448612141','M348934600',32.62,'es_transportation',0
'C1267365709','M1600850729',117.76,'es_fashion',0
'C559952121','M348934600',27.56,'es_transportation',0
'C387520458','M1535107174',49.43,'es_wellnessandbeauty',0
'C1988025089','M348934600',43.98,'es_transportation',0
'C2075935351','M85975013',67.45,'es_food',0
'C1657987748','M348934600',39.59,'es_transportation',0
'C631654729','M677738360',22.58,'es_contents',0
'C1720950881','M85975013',33.22,'es_food',0
'C432013067','M348934600',49.59,'es_transportation',0
'C1256073744','M1823072687',46.34,'es_transportation',0
'C825969892','M348934600',18.53,'es_transportation',0
'C1643499361','M1823072687',22.17,'es_transportation',0
'C1100337763','M1535107174',1.94,'es_wellnessandbeauty',0
'C1297358265','M1823072687',32.03,'es_transportation',0
'C1206604144','M348934600',3.9,'es_transportation',0
'C1808964355','M348934600',15.03,'es_transportation',0
'C1497895052','M348934600',39.14,'es_transportation',0
'C417912401','M348934600',36.87,'es_transportation',0
'C1642006830','M348934600',36.52,'es_transportation',0
'C262282046','M348934600',11.58,'es_transportation',0
'C1791559714','M348934600',29.82,'es_transportation',0
'C1439880421','M349281107',17.22,'es_fashion',0
'C344248234','M348934600',60.38,'es_transportation',0
'C337109624','M1823072687',47.82,'es_transportation',0
'C692102449','M348934600',30.72,'es_transportation',0
'C320158645','M348934600',7.14,'es_transportation',0
'C492776916','M348934600',52.17,'es_transportation',0
'C1783773775','M1053599405',133.66,'es_health',0
'C944695695','M348934600',50.53,'es_transportation',0
'C354971512','M1823072687',24.18,'es_transportation',0
'C848308923','M1053599405',216.74,'es_health',0
'C436675850','M855959430',75.06,'es_hyper',0
'C2144330803','M480139044',50.99,'es_health',0
'C125143024','M348934600',18.31,'es_transportation',0
'C1201848792','M348934600',19.51,'es_transportation',0
'C480961011','M1600850729',74.24,'es_fashion',0
'C391642320','M1823072687',16.87,'es_transportation',0
'C2062758473','M348934600',28.56,'es_transportation',0
'C41461366','M348934600',19.37,'es_transportation',0
'C1939799337','M348934600',23.53,'es_transportation',0
'C2100602051','M348934600',3.95,'es_transportation',0
'C115603187','M348934600',35.59,'es_transportation',0
'C1004109477','M1535107174',105.63,'es_wellnessandbeauty',0
'C1126297464','M1823072687',55.37,'es_transportation',0
'C1767072624','M209847108',91.98,'es_wellnessandbeauty',0
'C1021409246','M348934600',50.85,'es_transportation',0
'C1196357413','M1823072687',22.11,'es_transportation',0
'C1929167055','M348934600',42.43,'es_transportation',0
'C2134625729','M348934600',27.51,'es_transportation',0
'C1582366224','M1823072687',10.73,'es_transportation',0
'C970603000','M348934600',18.7,'es_transportation',0
'C846609537','M348934600',31.31,'es_transportation',0
'C1750835738','M348934600',23.41,'es_transportation',0
'C1090604904','M1823072687',43.77,'es_transportation',0
'C579037870','M348934600',31.62,'es_transportation',0
'C488606576','M348934600',19.38,'es_transportation',0
'C124539163','M348934600',14.75,'es_transportation',0
'C927282395','M1823072687',43.47,'es_transportation',0
'C16613795','M1823072687',44.91,'es_transportation',0
'C1556425826','M348934600',22.91,'es_transportation',0
'C801383032','M348934600',32.19,'es_transportation',0
'C1872482068','M348934600',19.35,'es_transportation',0
'C318717540','M348934600',1.69,'es_transportation',0
'C161733249','M348934600',10.26,'es_transportation',0
'C126603077','M348934600',9.39,'es_transportation',0
'C941334726','M348934600',21.26,'es_transportation',0
'C1040980271','M348934600',1.03,'es_transportation',0
'C1076110991','M855959430',37.68,'es_hyper',0
'C2082605784','M348934600',32.08,'es_transportation',0
'C2082605784','M1823072687',27.23,'es_transportation',0
'C1610742916','M1823072687',27.43,'es_transportation',0
'C402758720','M348934600',21.61,'es_transportation',0
'C494777408','M348934600',51.8,'es_transportation',0
'C701909142','M348934600',15.75,'es_transportation',0
'C1969886762','M348934600',41.92,'es_transportation',0
'C333991833','M348934600',44.13,'es_transportation',0
'C808977147','M348934600',45.31,'es_transportation',0
'C1374783350','M348934600',3.72,'es_transportation',0
'C245908628','M348934600',21.02,'es_transportation',0
'C1110919755','M348934600',31.26,'es_transportation',0
'C383264569','M151143676',106.0,'es_barsandrestaurants',0
'C1155259690','M1823072687',36.24,'es_transportation',0
'C2060778761','M348934600',18.25,'es_transportation',0
'C255292461','M1823072687',38.87,'es_transportation',0
'C1413412440','M348934600',45.54,'es_transportation',0
'C876944738','M348934600',6.67,'es_transportation',0
'C1607207670','M1823072687',48.63,'es_transportation',0
'C108794529','M348934600',17.25,'es_transportation',0
'C1887473486','M348934600',54.08,'es_transportation',0
'C1644158733','M348934600',3.22,'es_transportation',0
'C1536083561','M348934600',0.55,'es_transportation',0
'C2144163136','M348934600',34.74,'es_transportation',0
'C39112485','M1842530320',85.16,'es_tech',0
'C364635096','M1823072687',31.6,'es_transportation',0
'C1022713215','M692898500',161.75,'es_health',0
'C171498975','M348934600',16.95,'es_transportation',0
'C1435043122','M348934600',7.55,'es_transportation',0
'C265405940','M348934600',41.44,'es_transportation',0
'C841616397','M1823072687',24.05,'es_transportation',0
'C862267590','M348934600',28.91,'es_transportation',0
'C1249352100','M348934600',25.59,'es_transportation',0
'C1584366693','M348934600',68.67,'es_transportation',0
'C1983734850','M348934600',41.99,'es_transportation',0
'C319933645','M348934600',42.79,'es_transportation',0
'C572958608','M348934600',3.65,'es_transportation',0
'C855942730','M85975013',11.04,'es_food',0
'C993553940','M348934600',8.44,'es_transportation',0
'C1698653726','M348934600',7.75,'es_transportation',0
'C1692967183','M348934600',19.72,'es_transportation',0
'C235397460','M348934600',48.41,'es_transportation',0
'C959023117','M348934600',35.66,'es_transportation',0
'C607532274','M348934600',74.14,'es_transportation',0
'C1799010144','M348934600',36.21,'es_transportation',0
'C1814131114','M855959430',51.66,'es_hyper',0
'C528277773','M348934600',23.6,'es_transportation',0
'C1827713539','M495352832',664.94,'es_travel',0
'C1512444326','M348934600',10.74,'es_transportation',0
'C983636862','M1823072687',6.18,'es_transportation',0
'C1238755034','M348934600',55.03,'es_transportation',0
'C1039748502','M348934600',20.21,'es_transportation',0
'C1377736719','M348934600',40.37,'es_transportation',0
'C232299558','M348934600',25.03,'es_transportation',0
'C83086349','M1823072687',40.72,'es_transportation',0
'C949319027','M348934600',62.97,'es_transportation',0
'C1078596280','M1823072687',2.71,'es_transportation',0
'C1767929602','M1823072687',30.54,'es_transportation',0
'C299858046','M348934600',8.17,'es_transportation',0
'C1368438034','M348934600',11.98,'es_transportation',0
'C949116847','M348934600',36.89,'es_transportation',0
'C1107442215','M348934600',61.17,'es_transportation',0
'C13098029','M348934600',9.6,'es_transportation',0
'C1621026927','M349281107',69.08,'es_fashion',0
'C1494829095','M348934600',10.89,'es_transportation',0
'C823891015','M348934600',12.97,'es_transportation',0
'C2016997607','M348934600',9.11,'es_transportation',0
'C1263461120','M348934600',72.27,'es_transportation',0
'C1226947303','M348934600',10.42,'es_transportation',0
'C294914134','M840466850',36.41,'es_tech',0
'C1314174420','M348934600',8.06,'es_transportation',0
'C255691679','M348934600',2.59,'es_transportation',0
'C1903005844','M1823072687',14.74,'es_transportation',0
'C1676378077','M1823072687',0.52,'es_transportation',0
'C524644424','M348934600',28.18,'es_transportation',0
'C334817037','M348934600',6.95,'es_transportation',0
'C399875163','M348934600',44.55,'es_transportation',0
'C1060470494','M1823072687',45.16,'es_transportation',0
'C1652856443','M1823072687',37.36,'es_transportation',0
'C662396672','M151143676',20.35,'es_barsandrestaurants',0
'C894687005','M348934600',12.04,'es_transportation',0
'C894687005','M1823072687',16.22,'es_transportation',0
'C2115574807','M348934600',22.91,'es_transportation',0
'C173276320','M1823072687',32.15,'es_transportation',0
'C1207205377','M1823072687',43.31,'es_transportation',0
'C1580955370','M1823072687',63.28,'es_transportation',0
'C1084001812','M1823072687',54.61,'es_transportation',0
'C2030210340','M1823072687',44.78,'es_transportation',0
'C382004679','M480139044',32.27,'es_health',0
'C436675602','M348934600',2.26,'es_transportation',0
'C1568358546','M348934600',13.44,'es_transportation',0
'C874725016','M348934600',51.18,'es_transportation',0
'C1551465414','M1823072687',45.6,'es_transportation',0
'C2057462116','M348934600',32.39,'es_transportation',0
'C530747890','M1823072687',13.12,'es_transportation',0
'C694574500','M1823072687',34.67,'es_transportation',0
'C486343841','M348934600',56.37,'es_transportation',0
'C1037622786','M855959430',18.94,'es_hyper',0
'C2092526272','M348934600',1.03,'es_transportation',0
'C532292379','M348934600',36.45,'es_transportation',0
'C1635987808','M1823072687',57.15,'es_transportation',0
'C1904362781','M1823072687',48.59,'es_transportation',0
'C1233802034','M1823072687',44.31,'es_transportation',0
'C2104923127','M348934600',18.1,'es_transportation',0
'C1910153505','M348934600',47.47,'es_transportation',0
'C679458582','M348934600',28.98,'es_transportation',0
'C96407618','M348934600',24.46,'es_transportation',0
'C150587559','M348934600',45.37,'es_transportation',0
'C1338727022','M348934600',45.85,'es_transportation',0
'C822689044','M348934600',13.68,'es_transportation',0
'C1809615650','M348934600',4.19,'es_transportation',0
'C994739890','M348934600',9.42,'es_transportation',0
'C1771537982','M1198415165',56.95,'es_wellnessandbeauty',0
'C248927068','M348934600',7.54,'es_transportation',0
'C980181294','M348934600',66.64,'es_transportation',0
'C1005126300','M348934600',22.85,'es_transportation',0
'C771207119','M349281107',61.34,'es_fashion',0
'C311783581','M1823072687',6.26,'es_transportation',0
'C2076439645','M348934600',35.53,'es_transportation',0
'C917831365','M1823072687',35.62,'es_transportation',0
'C129566217','M348934600',0.74,'es_transportation',0
'C810336569','M2011752106',207.87,'es_hotelservices',0
'C231044523','M1823072687',20.72,'es_transportation',0
'C893276958','M348934600',48.28,'es_transportation',0
'C1249817283','M348934600',6.98,'es_transportation',0
'C1557448113','M348934600',46.04,'es_transportation',0
'C177123752','M348934600',19.58,'es_transportation',0
'C1189367947','M348934600',29.25,'es_transportation',0
'C911735174','M1823072687',14.77,'es_transportation',0
'C1259046770','M348934600',20.95,'es_transportation',0
'C1472579779','M348934600',21.13,'es_transportation',0
'C1349106433','M348934600',13.71,'es_transportation',0
'C1930258744','M1823072687',27.1,'es_transportation',0
'C407368472','M348934600',1.02,'es_transportation',0
'C1081618305','M1823072687',54.77,'es_transportation',0
'C1600873622','M348934600',46.24,'es_transportation',0
'C85676975','M1823072687',49.14,'es_transportation',0
'C1713848243','M348934600',27.37,'es_transportation',0
'C183270065','M348934600',28.21,'es_transportation',0
'C1591008232','M348934600',32.63,'es_transportation',0
'C1487982242','M151143676',22.34,'es_barsandrestaurants',0
'C300052027','M348934600',38.73,'es_transportation',0
'C1658315324','M348934600',1.79,'es_transportation',0
'C2120633706','M151143676',9.74,'es_barsandrestaurants',0
'C874212917','M855959430',69.15,'es_hyper',0
'C1128349548','M348934600',50.69,'es_transportation',0
'C476313806','M348934600',24.3,'es_transportation',0
'C545248492','M348934600',48.08,'es_transportation',0
'C1030484150','M348934600',37.81,'es_transportation',0
'C1014010834','M209847108',58.07,'es_wellnessandbeauty',0
'C1075692577','M1823072687',19.55,'es_transportation',0
'C656031620','M348934600',30.83,'es_transportation',0
'C2055186059','M1823072687',31.11,'es_transportation',0
'C1714385979','M1535107174',13.53,'es_wellnessandbeauty',0
'C742560751','M348934600',35.02,'es_transportation',0
'C271457213','M348934600',18.07,'es_transportation',0
'C546328029','M348934600',27.22,'es_transportation',0
'C567897093','M348934600',6.58,'es_transportation',0
'C567897093','M1823072687',32.68,'es_transportation',0
'C1360481565','M348934600',41.89,'es_transportation',0
'C451582208','M348934600',37.81,'es_transportation',0
'C1023803355','M348934600',42.24,'es_transportation',0
'C99017559','M1823072687',23.38,'es_transportation',0
'C38227648','M1823072687',45.35,'es_transportation',0
'C1715338428','M348934600',48.0,'es_transportation',0
'C759915530','M209847108',69.6,'es_wellnessandbeauty',0
'C2094478222','M348934600',17.52,'es_transportation',0
'C700940580','M1823072687',12.72,'es_transportation',0
'C150273597','M349281107',39.54,'es_fashion',0
'C644590864','M2080407379',701.64,'es_travel',0
'C1215468370','M348934600',52.42,'es_transportation',0
'C1896850232','M348934600',35.45,'es_transportation',0
'C1161927918','M348934600',33.1,'es_transportation',0
'C2005671734','M348934600',24.78,'es_transportation',0
'C10745331','M348934600',24.74,'es_transportation',0
'C751786199','M1888755466',33.25,'es_otherservices',0
'C2083329818','M348934600',1.29,'es_transportation',0
'C823678601','M348934600',35.26,'es_transportation',0
'C1899001756','M840466850',53.52,'es_tech',0
'C2044070952','M1823072687',31.84,'es_transportation',0
'C1973203074','M348934600',16.11,'es_transportation',0
'C910969605','M348934600',26.56,'es_transportation',0
'C1731249040','M348934600',35.27,'es_transportation',0
'C172921013','M348934600',69.12,'es_transportation',0
'C947156375','M348934600',18.71,'es_transportation',0
'C1434853621','M348934600',10.99,'es_transportation',0
'C1325422547','M855959430',74.18,'es_hyper',0
'C1182534509','M1053599405',192.44,'es_health',0
'C668875156','M348934600',33.45,'es_transportation',0
'C660024200','M348934600',9.9,'es_transportation',0
'C755000520','M348934600',13.4,'es_transportation',0
'C1169655012','M1823072687',30.03,'es_transportation',0
'C722399783','M1823072687',33.98,'es_transportation',0
'C948004275','M209847108',198.98,'es_wellnessandbeauty',0
'C1378412230','M348934600',40.62,'es_transportation',0
'C1962137244','M1823072687',15.56,'es_transportation',0
'C1039035065','M1872033263',53.74,'es_home',0
'C464042268','M85975013',10.39,'es_food',0
'C64700533','M348934600',9.86,'es_transportation',0
'C1754543106','M1823072687',8.44,'es_transportation',0
'C1667929755','M348934600',15.41,'es_transportation',0
'C1108967401','M348934600',25.06,'es_transportation',0
'C1083375349','M348934600',27.31,'es_transportation',0
'C1899748276','M348934600',57.22,'es_transportation',0
'C1464030920','M348934600',28.02,'es_transportation',0
'C1530157952','M348934600',3.68,'es_transportation',0
'C1897689911','M348934600',35.22,'es_transportation',0
'C1510535804','M348934600',2.29,'es_transportation',0
'C490558731','M348934600',10.57,'es_transportation',0
'C1823983599','M348934600',23.14,'es_transportation',0
'C676229147','M348934600',23.03,'es_transportation',0
'C1689772812','M348934600',19.87,'es_transportation',0
'C1402203755','M209847108',0.36,'es_wellnessandbeauty',0
'C919751066','M1823072687',28.01,'es_transportation',0
'C1973818754','M348934600',5.12,'es_transportation',0
'C1489078579','M348934600',11.72,'es_transportation',0
'C1489078579','M1823072687',18.62,'es_transportation',0
'C1257820473','M855959430',9.26,'es_hyper',0
'C997029022','M348934600',33.73,'es_transportation',0
'C1698085181','M348934600',23.9,'es_transportation',0
'C1369559766','M348934600',5.81,'es_transportation',0
'C1209651258','M348934600',23.97,'es_transportation',0
'C1415453492','M1823072687',20.2,'es_transportation',0
'C455036670','M348934600',36.84,'es_transportation',0
'C1415168453','M348934600',45.28,'es_transportation',0
'C429242189','M348934600',3.84,'es_transportation',0
'C1408489165','M855959430',34.39,'es_hyper',0
'C210563051','M348934600',34.39,'es_transportation',0
'C467035555','M348934600',43.54,'es_transportation',0
'C1721541488','M348934600',6.21,'es_transportation',0
'C1803181641','M348934600',67.75,'es_transportation',0
'C819690995','M348934600',50.36,'es_transportation',0
'C875900250','M1649169323',44.36,'es_sportsandtoys',0
'C386205251','M1823072687',8.96,'es_transportation',0
'C1440310601','M348934600',9.05,'es_transportation',0
'C30336615','M348934600',14.9,'es_transportation',0
'C1396527012','M348934600',43.85,'es_transportation',0
'C1348957967','M348934600',4.46,'es_transportation',0
'C1309194397','M348934600',66.86,'es_transportation',0
'C1258725927','M1649169323',8.3,'es_sportsandtoys',0
'C1233238493','M348934600',54.09,'es_transportation',0
'C1050458046','M348934600',15.11,'es_transportation',0
'C1622587363','M348934600',15.02,'es_transportation',0
'C1529774854','M348934600',16.97,'es_transportation',0
'C1783127345','M855959430',21.57,'es_hyper',0
'C1299368401','M1823072687',57.31,'es_transportation',0
'C193924578','M348934600',31.31,'es_transportation',0
'C861479162','M1823072687',0.58,'es_transportation',0
'C261398093','M348934600',65.96,'es_transportation',0
'C1558209795','M348934600',28.85,'es_transportation',0
'C2070935783','M1946091778',76.16,'es_wellnessandbeauty',0
'C529768403','M348934600',49.84,'es_transportation',0
'C529768403','M1823072687',6.89,'es_transportation',0
'C572709519','M1823072687',24.54,'es_transportation',0
'C901400531','M1823072687',13.6,'es_transportation',0
'C280778280','M1823072687',57.0,'es_transportation',0
'C1375103798','M1823072687',0.5,'es_transportation',0
'C1200336063','M1823072687',10.49,'es_transportation',0
'C1213002113','M348934600',14.85,'es_transportation',0
'C1565058518','M348934600',45.82,'es_transportation',0
'C582173326','M348934600',43.32,'es_transportation',0
'C1325638360','M348934600',11.99,'es_transportation',0
'C2033310172','M1198415165',44.07,'es_wellnessandbeauty',0
'C1549367339','M1823072687',19.65,'es_transportation',0
'C1383269171','M348934600',10.83,'es_transportation',0
'C1037161656','M855959430',16.61,'es_hyper',0
'C213197624','M348934600',36.77,'es_transportation',0
'C432449092','M348934600',44.56,'es_transportation',0
'C1653588482','M348934600',26.21,'es_transportation',0
'C483485800','M348934600',19.63,'es_transportation',0
'C345742557','M1823072687',15.07,'es_transportation',0
'C891364505','M1823072687',38.78,'es_transportation',0
'C1991820533','M348934600',9.37,'es_transportation',0
'C616528518','M1823072687',37.39,'es_transportation',0
'C612045723','M348934600',18.07,'es_transportation',0
'C1622415837','M348934600',9.14,'es_transportation',0
'C1487874353','M348934600',2.05,'es_transportation',0
'C656075868','M348934600',23.06,'es_transportation',0
'C722887134','M348934600',17.17,'es_transportation',0
'C1879341237','M348934600',27.66,'es_transportation',0
'C1356412685','M348934600',42.96,'es_transportation',0
'C1204046804','M348934600',50.58,'es_transportation',0
'C16723337','M692898500',245.3,'es_health',0
'C117577408','M348934600',36.74,'es_transportation',0
'C19820082','M348934600',26.44,'es_transportation',0
'C99729647','M348934600',40.59,'es_transportation',0
'C1045214627','M348934600',14.23,'es_transportation',0
